..1,order.id,order.line,order.date,customer.id,product.id,quantity,model,description,price,bikeshop.name,location
72,15,1,2011-01-25T00:00:00Z,13,3,1,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,7990,Oklahoma City Race Equipment,"Oklahoma City, OK"
73,15,2,2011-01-25T00:00:00Z,13,35,1,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,1250,Oklahoma City Race Equipment,"Oklahoma City, OK"
74,15,3,2011-01-25T00:00:00Z,13,65,3,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,Oklahoma City Race Equipment,"Oklahoma City, OK"
75,15,4,2011-01-25T00:00:00Z,13,5,1,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,4260,Oklahoma City Race Equipment,"Oklahoma City, OK"
76,15,5,2011-01-25T00:00:00Z,13,19,1,CAAD8 Tiagra,Road - Elite Road - Aluminum,1250,Oklahoma City Race Equipment,"Oklahoma City, OK"
77,15,6,2011-01-25T00:00:00Z,13,84,2,Habit Carbon SE,Mountain - Trail - Carbon,4480,Oklahoma City Race Equipment,"Oklahoma City, OK"
78,15,7,2011-01-25T00:00:00Z,13,90,1,Trail 2,Mountain - Sport - Aluminum,1350,Oklahoma City Race Equipment,"Oklahoma City, OK"
79,15,8,2011-01-25T00:00:00Z,13,16,1,CAAD12 Disc 105,Road - Elite Road - Aluminum,1950,Oklahoma City Race Equipment,"Oklahoma City, OK"
80,15,9,2011-01-25T00:00:00Z,13,1,1,Supersix Evo Black Inc.,Road - Elite Road - Carbon,12790,Oklahoma City Race Equipment,"Oklahoma City, OK"
81,15,10,2011-01-25T00:00:00Z,13,88,1,Habit 6,Mountain - Trail - Aluminum,1950,Oklahoma City Race Equipment,"Oklahoma City, OK"
82,15,11,2011-01-25T00:00:00Z,13,44,1,SuperX Ultegra,Road - Cyclocross - Carbon,2450,Oklahoma City Race Equipment,"Oklahoma City, OK"
83,15,12,2011-01-25T00:00:00Z,13,22,2,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,9590,Oklahoma City Race Equipment,"Oklahoma City, OK"
84,16,1,2011-01-25T00:00:00Z,9,73,4,F-Si 3,Mountain - Cross Country Race - Aluminum,1840,Minneapolis Bike Shop,"Minneapolis, MN"
85,16,2,2011-01-25T00:00:00Z,9,91,1,Trail 3,Mountain - Sport - Aluminum,1080,Minneapolis Bike Shop,"Minneapolis, MN"
86,16,3,2011-01-25T00:00:00Z,9,95,1,Catalyst 2,Mountain - Sport - Aluminum,585,Minneapolis Bike Shop,"Minneapolis, MN"
87,16,4,2011-01-25T00:00:00Z,9,94,1,Catalyst 1,Mountain - Sport - Aluminum,705,Minneapolis Bike Shop,"Minneapolis, MN"
88,16,5,2011-01-25T00:00:00Z,9,3,1,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,7990,Minneapolis Bike Shop,"Minneapolis, MN"
89,16,6,2011-01-25T00:00:00Z,9,72,1,F-Si 2,Mountain - Cross Country Race - Aluminum,2060,Minneapolis Bike Shop,"Minneapolis, MN"
90,16,7,2011-01-25T00:00:00Z,9,65,1,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,Minneapolis Bike Shop,"Minneapolis, MN"
91,16,8,2011-01-25T00:00:00Z,9,49,2,Jekyll Carbon 3,Mountain - Over Mountain - Carbon,3840,Minneapolis Bike Shop,"Minneapolis, MN"
92,17,1,2011-01-26T00:00:00Z,5,38,1,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,7000,Cincinnati Speed,"Cincinnati, OH"
93,18,1,2011-01-28T00:00:00Z,8,21,1,CAAD8 Claris,Road - Elite Road - Aluminum,815,Denver Bike Shop,"Denver, CO"
94,18,2,2011-01-28T00:00:00Z,8,64,1,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,4260,Denver Bike Shop,"Denver, CO"
95,19,1,2011-01-28T00:00:00Z,2,66,2,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,Ithaca Mountain Climbers,"Ithaca, NY"
96,19,2,2011-01-28T00:00:00Z,2,61,1,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,Ithaca Mountain Climbers,"Ithaca, NY"
97,20,1,2011-01-28T00:00:00Z,10,9,1,Supersix Evo 105,Road - Elite Road - Carbon,2240,Kansas City 29ers,"Kansas City, KS"
98,20,2,2011-01-28T00:00:00Z,10,14,1,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,Kansas City 29ers,"Kansas City, KS"
99,20,3,2011-01-28T00:00:00Z,10,50,1,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,3200,Kansas City 29ers,"Kansas City, KS"
100,20,4,2011-01-28T00:00:00Z,10,85,1,Habit Carbon 3,Mountain - Trail - Carbon,3730,Kansas City 29ers,"Kansas City, KS"
101,20,5,2011-01-28T00:00:00Z,10,16,1,CAAD12 Disc 105,Road - Elite Road - Aluminum,1950,Kansas City 29ers,"Kansas City, KS"
102,20,6,2011-01-28T00:00:00Z,10,27,1,Synapse Carbon Disc Ultegra,Road - Endurance Road - Carbon,3730,Kansas City 29ers,"Kansas City, KS"
103,20,7,2011-01-28T00:00:00Z,10,79,1,Bad Habit 1,Mountain - Trail - Aluminum,3200,Kansas City 29ers,"Kansas City, KS"
104,20,8,2011-01-28T00:00:00Z,10,78,1,Beast of the East 3,Mountain - Trail - Aluminum,1620,Kansas City 29ers,"Kansas City, KS"
105,20,9,2011-01-28T00:00:00Z,10,77,1,Beast of the East 2,Mountain - Trail - Aluminum,2130,Kansas City 29ers,"Kansas City, KS"
106,21,1,2011-02-01T00:00:00Z,17,51,1,Trigger Carbon 1,Mountain - Over Mountain - Carbon,8200,Las Vegas Cycles,"Las Vegas, NV"
107,21,2,2011-02-01T00:00:00Z,17,3,4,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,7990,Las Vegas Cycles,"Las Vegas, NV"
108,21,3,2011-02-01T00:00:00Z,17,61,1,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,Las Vegas Cycles,"Las Vegas, NV"
109,21,4,2011-02-01T00:00:00Z,17,26,1,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,4800,Las Vegas Cycles,"Las Vegas, NV"
110,21,5,2011-02-01T00:00:00Z,17,65,1,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,Las Vegas Cycles,"Las Vegas, NV"
111,22,1,2011-02-01T00:00:00Z,21,33,2,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,Seattle Race Equipment,"Seattle, WA"
112,22,2,2011-02-01T00:00:00Z,21,36,1,Synapse Sora,Road - Endurance Road - Aluminum,1030,Seattle Race Equipment,"Seattle, WA"
113,22,3,2011-02-01T00:00:00Z,21,74,1,Fat CAAD1,Mountain - Fat Bike - Aluminum,3730,Seattle Race Equipment,"Seattle, WA"
114,22,4,2011-02-01T00:00:00Z,21,37,1,Synapse Claris,Road - Endurance Road - Aluminum,870,Seattle Race Equipment,"Seattle, WA"
115,22,5,2011-02-01T00:00:00Z,21,87,3,Habit 5,Mountain - Trail - Aluminum,2340,Seattle Race Equipment,"Seattle, WA"
116,22,6,2011-02-01T00:00:00Z,21,24,1,Synapse Hi-Mod Dura Ace,Road - Endurance Road - Carbon,5860,Seattle Race Equipment,"Seattle, WA"
117,22,7,2011-02-01T00:00:00Z,21,43,2,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,3500,Seattle Race Equipment,"Seattle, WA"
118,22,8,2011-02-01T00:00:00Z,21,79,1,Bad Habit 1,Mountain - Trail - Aluminum,3200,Seattle Race Equipment,"Seattle, WA"
119,22,9,2011-02-01T00:00:00Z,21,28,1,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,3200,Seattle Race Equipment,"Seattle, WA"
120,22,10,2011-02-01T00:00:00Z,21,10,2,Supersix Evo Tiagra,Road - Elite Road - Carbon,1840,Seattle Race Equipment,"Seattle, WA"
121,23,1,2011-02-04T00:00:00Z,8,48,1,Jekyll Carbon 2,Mountain - Over Mountain - Carbon,6070,Denver Bike Shop,"Denver, CO"
122,23,2,2011-02-04T00:00:00Z,8,71,1,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,Denver Bike Shop,"Denver, CO"
123,23,3,2011-02-04T00:00:00Z,8,92,1,Trail 4,Mountain - Sport - Aluminum,980,Denver Bike Shop,"Denver, CO"
124,23,4,2011-02-04T00:00:00Z,8,30,1,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,2660,Denver Bike Shop,"Denver, CO"
125,23,5,2011-02-04T00:00:00Z,8,42,1,Slice 105,Road - Triathalon - Carbon,1950,Denver Bike Shop,"Denver, CO"
126,24,1,2011-02-07T00:00:00Z,22,40,1,Slice Ultegra D12,Road - Triathalon - Carbon,3200,Ann Arbor Speed,"Ann Arbor, MI"
127,24,2,2011-02-07T00:00:00Z,22,29,7,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,Ann Arbor Speed,"Ann Arbor, MI"
128,24,3,2011-02-07T00:00:00Z,22,2,3,Supersix Evo Hi-Mod Team,Road - Elite Road - Carbon,10660,Ann Arbor Speed,"Ann Arbor, MI"
129,24,4,2011-02-07T00:00:00Z,22,37,1,Synapse Claris,Road - Endurance Road - Aluminum,870,Ann Arbor Speed,"Ann Arbor, MI"
130,24,5,2011-02-07T00:00:00Z,22,6,1,Supersix Evo Red,Road - Elite Road - Carbon,3940,Ann Arbor Speed,"Ann Arbor, MI"
131,24,6,2011-02-07T00:00:00Z,22,73,1,F-Si 3,Mountain - Cross Country Race - Aluminum,1840,Ann Arbor Speed,"Ann Arbor, MI"
132,24,7,2011-02-07T00:00:00Z,22,42,2,Slice 105,Road - Triathalon - Carbon,1950,Ann Arbor Speed,"Ann Arbor, MI"
133,24,8,2011-02-07T00:00:00Z,22,97,1,Catalyst 4,Mountain - Sport - Aluminum,415,Ann Arbor Speed,"Ann Arbor, MI"
134,24,9,2011-02-07T00:00:00Z,22,92,1,Trail 4,Mountain - Sport - Aluminum,980,Ann Arbor Speed,"Ann Arbor, MI"
135,24,10,2011-02-07T00:00:00Z,22,18,1,CAAD8 105,Road - Elite Road - Aluminum,1410,Ann Arbor Speed,"Ann Arbor, MI"
136,24,11,2011-02-07T00:00:00Z,22,12,1,CAAD12 Disc Dura Ace,Road - Elite Road - Aluminum,4260,Ann Arbor Speed,"Ann Arbor, MI"
137,25,1,2011-02-07T00:00:00Z,14,16,1,CAAD12 Disc 105,Road - Elite Road - Aluminum,1950,Albuquerque Cycles,"Albuquerque, NM"
138,25,2,2011-02-07T00:00:00Z,14,13,1,CAAD12 Red,Road - Elite Road - Aluminum,3200,Albuquerque Cycles,"Albuquerque, NM"
139,25,3,2011-02-07T00:00:00Z,14,71,1,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,Albuquerque Cycles,"Albuquerque, NM"
140,26,1,2011-02-09T00:00:00Z,3,13,1,CAAD12 Red,Road - Elite Road - Aluminum,3200,Columbus Race Equipment,"Columbus, OH"
141,27,1,2011-02-10T00:00:00Z,10,8,1,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,2660,Kansas City 29ers,"Kansas City, KS"
142,27,2,2011-02-10T00:00:00Z,10,79,1,Bad Habit 1,Mountain - Trail - Aluminum,3200,Kansas City 29ers,"Kansas City, KS"
143,27,3,2011-02-10T00:00:00Z,10,20,1,CAAD8 Sora,Road - Elite Road - Aluminum,1030,Kansas City 29ers,"Kansas City, KS"
144,27,4,2011-02-10T00:00:00Z,10,92,2,Trail 4,Mountain - Sport - Aluminum,980,Kansas City 29ers,"Kansas City, KS"
145,27,5,2011-02-10T00:00:00Z,10,71,1,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,Kansas City 29ers,"Kansas City, KS"
146,27,6,2011-02-10T00:00:00Z,10,70,1,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,Kansas City 29ers,"Kansas City, KS"
147,27,7,2011-02-10T00:00:00Z,10,78,3,Beast of the East 3,Mountain - Trail - Aluminum,1620,Kansas City 29ers,"Kansas City, KS"
148,27,8,2011-02-10T00:00:00Z,10,89,1,Trail 1,Mountain - Sport - Aluminum,1520,Kansas City 29ers,"Kansas City, KS"
149,27,9,2011-02-10T00:00:00Z,10,80,1,Bad Habit 2,Mountain - Trail - Aluminum,2660,Kansas City 29ers,"Kansas City, KS"
150,27,10,2011-02-10T00:00:00Z,10,61,1,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,Kansas City 29ers,"Kansas City, KS"
151,27,11,2011-02-10T00:00:00Z,10,69,1,F-Si Carbon 2,Mountain - Cross Country Race - Carbon,4800,Kansas City 29ers,"Kansas City, KS"
152,27,12,2011-02-10T00:00:00Z,10,40,2,Slice Ultegra D12,Road - Triathalon - Carbon,3200,Kansas City 29ers,"Kansas City, KS"
153,28,1,2011-02-10T00:00:00Z,2,47,1,Jekyll Carbon 1,Mountain - Over Mountain - Carbon,7990,Ithaca Mountain Climbers,"Ithaca, NY"
154,28,2,2011-02-10T00:00:00Z,2,79,1,Bad Habit 1,Mountain - Trail - Aluminum,3200,Ithaca Mountain Climbers,"Ithaca, NY"
155,28,3,2011-02-10T00:00:00Z,2,61,1,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,Ithaca Mountain Climbers,"Ithaca, NY"
156,28,4,2011-02-10T00:00:00Z,2,97,1,Catalyst 4,Mountain - Sport - Aluminum,415,Ithaca Mountain Climbers,"Ithaca, NY"
157,28,5,2011-02-10T00:00:00Z,2,66,2,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,Ithaca Mountain Climbers,"Ithaca, NY"
158,28,6,2011-02-10T00:00:00Z,2,5,1,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,4260,Ithaca Mountain Climbers,"Ithaca, NY"
159,28,7,2011-02-10T00:00:00Z,2,58,1,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,6390,Ithaca Mountain Climbers,"Ithaca, NY"
160,28,8,2011-02-10T00:00:00Z,2,89,1,Trail 1,Mountain - Sport - Aluminum,1520,Ithaca Mountain Climbers,"Ithaca, NY"
161,28,9,2011-02-10T00:00:00Z,2,7,1,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,3200,Ithaca Mountain Climbers,"Ithaca, NY"
162,28,10,2011-02-10T00:00:00Z,2,72,1,F-Si 2,Mountain - Cross Country Race - Aluminum,2060,Ithaca Mountain Climbers,"Ithaca, NY"
163,28,11,2011-02-10T00:00:00Z,2,6,1,Supersix Evo Red,Road - Elite Road - Carbon,3940,Ithaca Mountain Climbers,"Ithaca, NY"
164,28,12,2011-02-10T00:00:00Z,2,25,1,Synapse Hi-Mod Disc Ultegra,Road - Endurance Road - Carbon,5330,Ithaca Mountain Climbers,"Ithaca, NY"
165,28,13,2011-02-10T00:00:00Z,2,75,1,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,Ithaca Mountain Climbers,"Ithaca, NY"
166,28,14,2011-02-10T00:00:00Z,2,38,1,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,7000,Ithaca Mountain Climbers,"Ithaca, NY"
167,28,15,2011-02-10T00:00:00Z,2,62,1,Scalpel 29 Carbon Race,Mountain - Cross Country Race - Carbon,6390,Ithaca Mountain Climbers,"Ithaca, NY"
168,28,16,2011-02-10T00:00:00Z,2,60,1,Scalpel-Si Carbon 4,Mountain - Cross Country Race - Carbon,4260,Ithaca Mountain Climbers,"Ithaca, NY"
169,28,17,2011-02-10T00:00:00Z,2,52,1,Trigger Carbon 2,Mountain - Over Mountain - Carbon,5970,Ithaca Mountain Climbers,"Ithaca, NY"
170,28,18,2011-02-10T00:00:00Z,2,12,2,CAAD12 Disc Dura Ace,Road - Elite Road - Aluminum,4260,Ithaca Mountain Climbers,"Ithaca, NY"
171,28,19,2011-02-10T00:00:00Z,2,15,1,CAAD12 Ultegra,Road - Elite Road - Aluminum,2240,Ithaca Mountain Climbers,"Ithaca, NY"
172,29,1,2011-02-11T00:00:00Z,2,79,1,Bad Habit 1,Mountain - Trail - Aluminum,3200,Ithaca Mountain Climbers,"Ithaca, NY"
173,29,2,2011-02-11T00:00:00Z,2,69,1,F-Si Carbon 2,Mountain - Cross Country Race - Carbon,4800,Ithaca Mountain Climbers,"Ithaca, NY"
